ID;N°samples > 10 reads;Median;Chromosome;Start;End;Strand;
hsa-miR-5094;45;4.69;15;89850637;89850721;-;
hsa-miR-5094-3p:Novel;4;0.92;15;89850637;89850721;-;
hsa-miR-510-3p;6;0.45;X;147272335;147272408;-;
hsa-miR-510-5p;0;0.00;X;147272335;147272408;-;
hsa-miR-5100;128;11.85;10;42997563;42997681;+;
hsa-miR-5100-5p:Novel;43;3.83;10;42997563;42997681;+;
hsa-miR-511-3p;28;2.33;10;17845107;17845193;+;
hsa-miR-511-5p;1;0.00;10;17845107;17845193;+;
hsa-miR-512-3p;21;2.99;19;53669157;53669254;+;
hsa-miR-512-5p;14;1.39;19;53669157;53669254;+;
hsa-miR-513a-3p;15;1.72;X;147225826;147225952;-;
hsa-miR-513a-5p;26;1.69;X;147225826;147225952;-;
hsa-miR-513b-3p;0;0.00;X;147199044;147199127;-;
hsa-miR-513b-5p;0;0.00;X;147199044;147199127;-;
hsa-miR-513c-3p;0;0.00;X;147189704;147189787;-;
hsa-miR-513c-5p;3;0.00;X;147189704;147189787;-;
hsa-miR-514a-3p;1;0.12;X;147284641;147284728;-;
hsa-miR-514a-5p;31;3.55;X;147284641;147284728;-;
hsa-miR-514b-3p;4;0.00;X;147250151;147250230;-;
hsa-miR-514b-5p;0;0.00;X;147250151;147250230;-;
hsa-miR-515-3p;7;0.88;19;53685009;53685091;+;
hsa-miR-515-5p;7;1.39;19;53685009;53685091;+;
hsa-miR-516a-3p, hsa-miR-516b-3p;31;3.19;19;53725442;53725526;+;
hsa-miR-516a-5p;7;0.00;19;53761133;53761222;+;
hsa-miR-516b-5p;2;0.00;19;53725442;53725526;+;
hsa-miR-517-5p;1;0.59;19;53741313;53741407;+;
hsa-miR-517a-3p, hsa-miR-517b-3p;4;0.00;19;53721076;53721142;+;
hsa-miR-517c-3p;0;0.00;19;53741313;53741407;+;
hsa-miR-5186;74;6.72;3;151565876;151565995;-;
hsa-miR-5186-5p:Novel;19;1.60;3;151565876;151565995;-;
hsa-miR-5187-3p;0;0.00;1;161227186;161227261;+;
hsa-miR-5187-5p;78;4.35;1;161227186;161227261;+;
hsa-miR-5188;6;1.01;12;124915547;124915659;+;
hsa-miR-5188-5p:Novel;21;2.90;12;124915547;124915659;+;
hsa-miR-5189-3p;180;23.29;16;88468918;88469031;+;
hsa-miR-5189-5p;33;1.98;16;88468918;88469031;+;
hsa-miR-518a-3p;42;4.53;19;53739333;53739419;+;
hsa-miR-518a-5p;3;0.60;19;53739333;53739419;+;
hsa-miR-518b;0;0.25;19;53702737;53702819;+;
hsa-miR-518b-5p:Novel;23;1.27;19;53702737;53702819;+;
hsa-miR-518c-3p;0;0.00;19;53708735;53708835;+;
hsa-miR-518c-5p;13;0.00;19;53708735;53708835;+;
hsa-miR-518d-3p;5;0.00;19;53734877;53734963;+;
hsa-miR-518e-3p;3;0.00;19;53729838;53729925;+;
hsa-miR-518f-3p;0;0.00;19;53700015;53700101;+;
hsa-miR-518f-5p;0;0.00;19;53700015;53700101;+;
hsa-miR-5190;16;2.06;18;13459947;13460026;+;
hsa-miR-5190-5p:Novel;49;4.21;18;13459947;13460026;+;
hsa-miR-5191;121;10.54;1;201719508;201719627;+;
hsa-miR-5191-5p:Novel;38;3.66;1;201719508;201719627;+;
hsa-miR-5192;7;1.59;2;62205826;62205917;+;
hsa-miR-5192-5p:Novel;39;1.99;2;62205826;62205917;+;
hsa-miR-5193;166;17.66;3;49806137;49806245;-;
hsa-miR-5193-5p:Novel;157;15.22;3;49806137;49806245;-;
hsa-miR-5194;41;5.00;8;130008334;130008453;-;
hsa-miR-5194-5p:Novel;31;4.13;8;130008334;130008453;-;
hsa-miR-5195-3p;7;0.84;14;106850885;106850999;-;
hsa-miR-5195-5p;53;4.44;14;106850885;106850999;-;
hsa-miR-5196-3p;11;0.21;19;35345513;35345627;+;
hsa-miR-5196-5p;95;8.19;19;35345513;35345627;+;
hsa-miR-5197-3p;26;1.32;5;143679860;143679971;+;
hsa-miR-5197-5p;0;0.00;5;143679860;143679971;+;
hsa-miR-519a-2-5p, hsa-miR-520b-5p;1;0.00;19;53701227;53701287;+;
hsa-miR-519a-3p;7;1.40;19;53762344;53762430;+;
hsa-miR-519a-5p, hsa-miR-519c-5p, hsa-miR-519b-5p, hsa-miR-523-5p, hsa-miR-518e-5p, hsa-miR-522-5p;88;5.39;19;53751211;53751297;+;
hsa-miR-519b-3p;6;0.00;19;53695213;53695293;+;
hsa-miR-519c-3p;1;0.00;19;53686469;53686555;+;
hsa-miR-519d-3p;0;0.00;19;53713347;53713434;+;
hsa-miR-519d-5p;1;0.00;19;53713347;53713434;+;
hsa-miR-519e-3p;0;0.00;19;53679940;53680023;+;
hsa-miR-519e-5p;0;0.00;19;53679940;53680023;+;
hsa-miR-520a-3p;8;0.36;19;53690881;53690965;+;
hsa-miR-520a-5p;1;0.00;19;53690881;53690965;+;
hsa-miR-520b-3p;1;0.00;19;53701227;53701287;+;
hsa-miR-520c-3p;0;0.00;19;53707453;53707539;+;
hsa-miR-520d-3p;3;0.00;19;53720096;53720182;+;
hsa-miR-520d-5p;22;2.78;19;53720096;53720182;+;
hsa-miR-520e-3p;4;0.00;19;53675711;53675797;+;
hsa-miR-520e-5p;1;0.00;19;53675711;53675797;+;
hsa-miR-520f-3p;14;0.00;19;53682159;53682245;+;
hsa-miR-520f-5p;1;0.00;19;53682159;53682245;+;
hsa-miR-520g-3p;0;0.00;19;53722166;53722255;+;
hsa-miR-520g-5p;1;0.00;19;53722166;53722255;+;
hsa-miR-520h;1;0.23;19;53742512;53742599;+;
hsa-miR-520h-5p:Novel;1;0.82;19;53742512;53742599;+;
hsa-miR-521;69;5.67;19;53716594;53716680;+;
hsa-miR-521-1-5p:Novel;0;0.00;19;53748636;53748722;+;
hsa-miR-521-2-5p:Novel;2;0.00;19;53716594;53716680;+;
hsa-miR-522-3p;13;1.35;19;53751211;53751297;+;
hsa-miR-523-3p;2;0.00;19;53698385;53698471;+;
hsa-miR-524-3p;5;0.81;19;53711002;53711088;+;
hsa-miR-524-5p;1;0.00;19;53711002;53711088;+;
hsa-miR-525-3p;2;0.21;19;53697533;53697617;+;
hsa-miR-525-5p;0;0.00;19;53697533;53697617;+;
hsa-miR-526a-2-3p:Novel;3;0.11;19;53726922;53726986;+;
hsa-miR-526a-3p;4;0.30;19;53706252;53706336;+;
hsa-miR-526a-5p;1;0.00;19;53706252;53706336;+;
hsa-miR-526a-5p, hsa-miR-520c-5p, hsa-miR-518d-5p;28;2.79;19;53734877;53734963;+;
hsa-miR-526b-3p;6;0.89;19;53694393;53694475;+;
hsa-miR-526b-5p;0;0.00;19;53694393;53694475;+;
hsa-miR-527;6;0.32;19;53754018;53754102;+;
hsa-miR-527-3p:Novel;4;0.00;19;53754018;53754102;+;
hsa-miR-532-3p;4;0.00;X;50003148;50003238;+;
hsa-miR-532-5p;28;2.26;X;50003148;50003238;+;
hsa-miR-539-3p;0;0.00;14;101047321;101047398;+;
hsa-miR-539-5p;3;0.00;14;101047321;101047398;+;
hsa-miR-541-3p;3;1.13;14;101064495;101064578;+;
hsa-miR-541-5p;4;1.34;14;101064495;101064578;+;
hsa-miR-542-3p;38;3.51;X;134541341;134541437;-;
hsa-miR-542-5p;0;0.00;X;134541341;134541437;-;
hsa-miR-543;1;0.00;14;101031987;101032064;+;
hsa-miR-543-5p:Novel;2;0.00;14;101031987;101032064;+;
hsa-miR-544a;5;0.61;14;101048658;101048748;+;
hsa-miR-544a-5p:Novel;0;0.00;14;101048658;101048748;+;
hsa-miR-544b;47;3.34;3;124732439;124732516;+;
hsa-miR-544b-5p:Novel;3;0.00;3;124732439;124732516;+;
hsa-miR-545-3p;8;0.00;X;74287104;74287209;-;
hsa-miR-545-5p;1;0.00;X;74287104;74287209;-;
hsa-miR-548a-1-5p:Novel;3;0.00;6;18571784;18571880;+;
hsa-miR-548a-2-5p:Novel;3;0.00;6;135239160;135239256;+;
hsa-miR-548a-3p;10;1.58;8;104484369;104484465;-;
hsa-miR-548a-5p;2;0.42;8;104484369;104484465;-;
hsa-miR-548aa-5p:Novel;0;0.00;17;67471489;67471585;+;
hsa-miR-548aa, hsa-miR-548t-3p;150;19.27;4;173268160;173268233;+;
hsa-miR-548ab;0;0.00;3;103524033;103524116;-;
hsa-miR-548ab-3p:Novel;3;0.00;3;103524033;103524116;-;
hsa-miR-548ac;0;0.00;1;116560024;116560111;-;
hsa-miR-548ac-5p:Novel;1;0.00;1;116560024;116560111;-;
hsa-miR-548ad-3p;3;0.00;2;35471405;35471486;+;
hsa-miR-548ad-5p;8;0.26;2;35471405;35471486;+;
hsa-miR-548ae-1-5p:Novel;0;0.00;2;184378975;184379044;+;
hsa-miR-548ae-3p;0;0.00;5;58530043;58530109;-;
hsa-miR-548ae-5p;0;0.00;5;58530043;58530109;-;
hsa-miR-548ag-1-3p:Novel;0;0.00;4;60922619;60922684;+;
hsa-miR-548ag-2-3p:Novel;2;0.35;20;60564562;60564625;+;
hsa-miR-548ag-5p;6;1.31;20;60564562;60564625;+;
hsa-miR-548ah-3p;0;0.00;4;76575551;76575626;+;
hsa-miR-548ah-5p;1;0.00;4;76575551;76575626;+;
hsa-miR-548ai-3p:Novel;1;0.00;6;99124609;99124696;+;
hsa-miR-548aj-1-5p:Novel;0;0.00;6;132115192;132115263;-;
hsa-miR-548aj-3p;0;0.00;X;38023895;38023986;-;
hsa-miR-548aj-5p, hsa-miR-548g-5p, hsa-miR-548x-5p;1;0.00;21;18686090;18686164;-;
hsa-miR-548ak;0;0.00;10;12130760;12130816;-;
hsa-miR-548ak-3p:Novel;3;0.00;10;12130760;12130816;-;
hsa-miR-548al;1;0.00;11;74399237;74399333;+;
hsa-miR-548al-5p:Novel;2;0.00;11;74399237;74399333;+;
hsa-miR-548am-3p;0;0.00;X;16627012;16627085;-;
hsa-miR-548an;1;0.00;X;106639814;106639896;+;
hsa-miR-548an-3p:Novel;2;0.00;X;106639814;106639896;+;
hsa-miR-548ao-3p;2;0.00;8;41271048;41271143;-;
hsa-miR-548ao-5p;5;0.00;8;41271048;41271143;-;
hsa-miR-548ap-3p;1;0.00;15;85825635;85825730;+;
hsa-miR-548ap-5p;1;0.00;15;85825635;85825730;+;
hsa-miR-548aq-3p;1;0.00;3;185767847;185767904;-;
hsa-miR-548aq-5p;0;0.00;3;185767847;185767904;-;
hsa-miR-548ar-3p;6;0.52;13;114244505;114244561;+;
hsa-miR-548ar-5p;1;0.00;13;114244505;114244561;+;
hsa-miR-548as-3p;1;0.00;13;92490163;92490220;+;
hsa-miR-548as-5p;0;0.00;13;92490163;92490220;+;
hsa-miR-548at-3p;0;0.00;17;42494773;42494830;+;
hsa-miR-548at-5p;1;0.00;17;42494773;42494830;+;
hsa-miR-548au-3p;0;0.00;9;93594841;93594894;+;
hsa-miR-548au-5p;0;0.00;9;93594841;93594894;+;
hsa-miR-548av-3p;8;0.16;18;72853321;72853382;-;
hsa-miR-548av-5p;17;0.51;18;72853321;72853382;-;
hsa-miR-548aw;2;0.00;9;132945707;132945771;+;
hsa-miR-548aw-3p:Novel;0;0.00;9;132945707;132945771;+;
hsa-miR-548ax;0;0.00;X;11318614;11318686;-;
hsa-miR-548ax-3p:Novel;0;0.00;X;11318614;11318686;-;
hsa-miR-548ay-3p;0;0.00;3;32506283;32506389;-;
hsa-miR-548ay-5p;1;0.00;3;32506283;32506389;-;
hsa-miR-548az-3p;0;0.00;8;119325171;119325265;+;
hsa-miR-548az-5p;2;0.36;8;119325171;119325265;+;
hsa-miR-548b-3p;3;0.00;6;119069047;119069143;-;
hsa-miR-548b-5p;7;0.00;6;119069047;119069143;-;
hsa-miR-548ba;0;0.00;2;49059603;49059658;+;
hsa-miR-548ba-3p:Novel;0;0.00;2;49059603;49059658;+;
hsa-miR-548bb-3p;1;0.00;3;60617805;60617870;-;
hsa-miR-548bb-5p;0;0.00;3;60617805;60617870;-;
hsa-miR-548bc;3;0.58;17;39297400;39297509;+;
hsa-miR-548bc-5p:Novel;0;0.00;17;39297400;39297509;+;
hsa-miR-548c-3p;0;0.00;12;64622509;64622605;+;
hsa-miR-548c-5p, hsa-miR-548o-2-5p, hsa-miR-548am-5p;0;0.00;X;16627012;16627085;-;
hsa-miR-548d-3p;1;0.00;17;67471489;67471585;-;
hsa-miR-548d-5p;144;16.73;17;67471489;67471585;-;
hsa-miR-548e-3p;0;0.00;10;110988926;110989013;+;
hsa-miR-548e-5p;0;0.00;10;110988926;110989013;+;
hsa-miR-548f-2-5p:Novel;0;0.00;2;212426263;212426360;-;
hsa-miR-548f-3-5p:Novel;0;0.00;5;110513829;110513915;-;
hsa-miR-548f-3p;8;1.07;X;32641474;32641559;-;
hsa-miR-548f-4-5p:Novel;0;0.00;7;147378017;147378121;-;
hsa-miR-548f-5-5p:Novel;0;0.00;X;32641474;32641559;-;
hsa-miR-548f-5p;1;0.00;10;54607874;54607957;-;
hsa-miR-548g-3p;0;0.00;4;147344629;147344717;-;
hsa-miR-548h-1-3p:Novel;1;0.00;14;64095024;64095125;-;
hsa-miR-548h-2-3p:Novel;23;0.00;16;11306440;11306527;-;
hsa-miR-548h-3-3p:Novel;0;0.00;17;13543529;13543646;-;
hsa-miR-548h-4-3p, hsa-miR-548z;3;0.00;12;64622509;64622605;-;
hsa-miR-548h-5-3p:Novel;0;0.00;6;131792172;131792231;+;
hsa-miR-548h-5p;56;2.78;6;131792172;131792231;+;
hsa-miR-548i;216;66.64;X;84225752;84225828;-;
hsa-miR-548i-3p:Novel;38;2.97;8;8088941;8089089;-;
hsa-miR-548i-4-3p:Novel;2;0.00;X;84225752;84225828;-;
hsa-miR-548j-3p;1;0.00;22;26555212;26555323;-;
hsa-miR-548j-5p;1;0.00;22;26555212;26555323;-;
hsa-miR-548k;2;0.00;11;70283955;70284070;+;
hsa-miR-548k-3p:Novel;23;1.04;11;70283955;70284070;+;
hsa-miR-548l;1;0.00;11;94466495;94466580;-;
hsa-miR-548l-3p:Novel;61;4.25;11;94466495;94466580;-;
hsa-miR-548m;2;0.00;X;95063141;95063226;-;
hsa-miR-548m-3p:Novel;9;0.22;X;95063141;95063226;-;
hsa-miR-548n;0;0.00;7;34940760;34940834;-;
hsa-miR-548n-3p:Novel;4;0.00;7;34940760;34940834;-;
hsa-miR-548o;2;0.00;7;102405742;102405855;-;
hsa-miR-548o-3p;2;0.00;20;38516563;38516632;+;
hsa-miR-548o-5p:Novel;2;0.00;7;102405742;102405855;-;
hsa-miR-548p;1;0.00;5;100816482;100816565;-;
hsa-miR-548p-5p:Novel;0;0.00;5;100816482;100816565;-;
hsa-miR-548q;0;0.00;10;12725254;12725353;-;
hsa-miR-548q-3p:Novel;2;0.00;10;12725254;12725353;-;
hsa-miR-548s;0;0.00;2;11767444;11767525;+;
hsa-miR-548s-5p:Novel;1;0.00;2;11767444;11767525;+;
hsa-miR-548t-5p;1;0.00;4;173268160;173268233;+;
hsa-miR-548u;2;0.00;6;57390132;57390212;+;
hsa-miR-548u-5p:Novel;1;0.00;6;57390132;57390212;+;
hsa-miR-548v;1;0.00;8;17681578;17681657;-;
hsa-miR-548v-5p:Novel;11;0.68;8;17681578;17681657;-;
hsa-miR-548w;1;0.00;16;26025237;26025310;+;
hsa-miR-548w-3p:Novel;6;0.00;16;26025237;26025310;+;
hsa-miR-548x;6;0.00;21;18686090;18686164;-;
hsa-miR-548x-2-5p:Novel;8;0.19;13;65966330;65966429;-;
hsa-miR-548x-3p;0;0.00;13;65966330;65966429;-;
hsa-miR-548y;0;0.00;14;47760995;47761104;-;
hsa-miR-548y-3p:Novel;4;0.99;14;47760995;47761104;-;
hsa-miR-548z-5p:Novel;2;0.00;12;64622509;64622605;-;
hsa-miR-549a-3p;6;1.00;15;80841978;80842073;-;
hsa-miR-549a-5p;7;0.29;15;80841978;80842073;-;
hsa-miR-550a-3-5p;172;20.64;7;29680734;29680828;-;
hsa-miR-550a-3p;191;25.61;7;29680734;29680828;-;
hsa-miR-550a-5p;16;2.43;7;32732981;32733077;+;
hsa-miR-550b-2-5p;73;7.00;7;32732981;32733077;-;
hsa-miR-550b-3p;123;11.15;7;32732981;32733077;-;
hsa-miR-551a;214;56.70;1;3560695;3560790;-;
hsa-miR-551a-5p:Novel;22;1.73;1;3560695;3560790;-;
hsa-miR-551b-3p;47;4.06;3;168551854;168551949;+;
hsa-miR-551b-5p;3;0.22;3;168551854;168551949;+;
hsa-miR-552-3p;11;1.30;1;34669599;34669694;-;
hsa-miR-552-5p;11;0.00;1;34669599;34669694;-;
hsa-miR-553;0;0.00;1;100281241;100281308;+;
hsa-miR-553-5p:Novel;0;0.00;1;100281241;100281308;+;
hsa-miR-554;21;0.48;1;151545796;151545891;+;
hsa-miR-554-3p:Novel;14;2.05;1;151545796;151545891;+;
hsa-miR-555;102;8.41;1;155346350;155346445;-;
hsa-miR-555-5p:Novel;26;1.06;1;155346350;155346445;-;
hsa-miR-556-3p;0;0.00;1;162342546;162342640;+;
hsa-miR-556-5p;31;2.09;1;162342546;162342640;+;
hsa-miR-557;99;8.39;1;168375524;168375621;+;
hsa-miR-557-5p:Novel;13;2.60;1;168375524;168375621;+;
hsa-miR-5571-3p;0;0.00;22;22886267;22886379;+;
hsa-miR-5571-5p;9;0.41;22;22886267;22886379;+;
hsa-miR-5572;87;7.83;15;80581103;80581239;+;
hsa-miR-5572-5p:Novel;79;7.28;15;80581103;80581239;+;
hsa-miR-5579-3p;0;0.00;11;79422169;79422226;-;
hsa-miR-5579-5p;0;0.00;11;79422169;79422226;-;
hsa-miR-558;9;0.71;2;32532153;32532246;+;
hsa-miR-558-5p:Novel;38;2.24;2;32532153;32532246;+;
hsa-miR-5580-3p;0;0.00;14;53948427;53948484;-;
hsa-miR-5580-5p;3;0.00;14;53948427;53948484;-;
hsa-miR-5581-3p;28;2.93;1;37500935;37500994;-;
hsa-miR-5581-5p;2;0.00;1;37500935;37500994;-;
hsa-miR-5582-3p;0;0.00;11;46753125;46753192;-;
hsa-miR-5582-5p;0;0.00;11;46753125;46753192;-;
hsa-miR-5583-3p;1;0.00;18;39676719;39676777;-;
hsa-miR-5583-5p;0;0.00;18;39676719;39676777;-;
hsa-miR-5584-3p;0;0.00;1;44545493;44545552;+;
hsa-miR-5584-5p;1;0.69;1;44545493;44545552;+;
hsa-miR-5585-3p;9;0.62;1;32086949;32087007;+;
hsa-miR-5585-5p;46;4.42;1;32086949;32087007;+;
hsa-miR-5586-3p;1;0.00;14;59646962;59647020;-;
hsa-miR-5586-5p;0;0.00;14;59646962;59647020;-;
hsa-miR-5587-3p;7;0.72;16;535316;535368;+;
hsa-miR-5587-5p;0;0.00;16;535316;535368;+;
hsa-miR-5588-3p;0;0.00;3;185253210;185253272;-;
hsa-miR-5588-5p;3;0.59;3;185253210;185253272;-;
hsa-miR-5589-3p;0;0.00;19;10038354;10038413;+;
hsa-miR-5589-5p;5;0.00;19;10038354;10038413;+;
hsa-miR-559;1;0.00;2;47377675;47377770;+;
hsa-miR-559-3p:Novel;0;0.00;2;47377675;47377770;+;
hsa-miR-5590-3p;0;0.00;2;134857820;134857873;+;
hsa-miR-5590-5p;0;0.00;2;134857820;134857873;+;
hsa-miR-5591-3p;0;0.00;4;39411910;39411974;+;
hsa-miR-5591-5p;0;0.00;4;39411910;39411974;+;
hsa-miR-561-3p;6;0.00;2;188297492;188297588;+;
hsa-miR-561-5p;0;0.00;2;188297492;188297588;+;
hsa-miR-562;14;1.58;2;232172653;232172747;+;
hsa-miR-562-5p:Novel;32;2.44;2;232172653;232172747;+;
hsa-miR-563;7;1.76;3;15873771;15873849;+;
hsa-miR-563-5p:Novel;0;0.00;3;15873771;15873849;+;
hsa-miR-564;10;0.92;3;44861888;44861981;+;
hsa-miR-564-3p:Novel;26;1.55;3;44861888;44861981;+;
hsa-miR-567;2;0.00;3;112112801;112112898;+;
hsa-miR-567-3p:Novel;7;0.49;3;112112801;112112898;+;
hsa-miR-568;0;0.00;3;114316475;114316569;-;
hsa-miR-568-3p:Novel;1;0.00;3;114316475;114316569;-;
hsa-miR-5680;33;2.53;8;102125432;102125515;+;
hsa-miR-5680-5p:Novel;43;2.58;8;102125432;102125515;+;
hsa-miR-5681a;1;0.00;8;74548543;74548617;+;
hsa-miR-5681a-5p:Novel;0;0.00;8;74548543;74548617;+;
hsa-miR-5681b;0;0.00;8;74548550;74548609;-;
hsa-miR-5681b-3p:Novel;0;0.00;8;74548550;74548609;-;
hsa-miR-5682;34;3.86;3;121049640;121049715;+;
hsa-miR-5682-5p:Novel;5;0.00;3;121049640;121049715;+;
hsa-miR-5683;4;0.29;6;6169334;6169409;+;
hsa-miR-5683-3p:Novel;2;0.00;6;6169334;6169409;+;
hsa-miR-5684;61;5.12;19;12787128;12787192;+;
hsa-miR-5684-3p:Novel;22;1.69;19;12787128;12787192;+;
hsa-miR-5685;38;3.30;6;53276993;53277071;+;
hsa-miR-5685-3p:Novel;59;3.96;6;53276993;53277071;+;
hsa-miR-5687;6;0.51;5;55508850;55508926;-;
hsa-miR-5687-5p:Novel;10;1.36;5;55508850;55508926;-;
hsa-miR-5688;0;0.00;3;85385710;85385792;+;
hsa-miR-5688-5p:Novel;1;0.00;3;85385710;85385792;+;
hsa-miR-5689;14;1.89;6;10439717;10439794;+;
hsa-miR-5689-3p:Novel;7;0.72;6;10439717;10439794;+;
hsa-miR-569;4;0.61;3;171106664;171106759;-;
hsa-miR-569-5p:Novel;29;3.86;3;171106664;171106759;-;
hsa-miR-5690;0;0.00;6;35664717;35664789;-;
hsa-miR-5690-3p:Novel;17;0.79;6;35664717;35664789;-;
hsa-miR-5691;0;0.00;11;9090312;9090379;-;
hsa-miR-5691-3p:Novel;118;10.33;11;9090312;9090379;-;
hsa-miR-5692a;0;0.00;8;12719132;12719190;+;
hsa-miR-5692a-3p:Novel;24;2.84;8;12719132;12719190;+;
hsa-miR-5692b;0;0.00;21;42950928;42951014;-;
hsa-miR-5692b-3p:Novel;6;0.00;21;42950928;42951014;-;
hsa-miR-5692c;48;3.09;7;97964405;97964481;-;
hsa-miR-5692c-1-5p:Novel;4;0.00;5;135802985;135803075;-;
hsa-miR-5692c-2-5p:Novel;0;0.00;7;97964405;97964481;-;
hsa-miR-5693;5;1.31;13;51348567;51348639;-;
hsa-miR-5693-5p:Novel;16;0.88;13;51348567;51348639;-;
hsa-miR-5694;19;2.41;14;67441855;67441930;-;
hsa-miR-5694-3p:Novel;59;2.84;14;67441855;67441930;-;
hsa-miR-5695;3;0.83;19;12920320;12920404;+;
hsa-miR-5695-5p:Novel;40;2.65;19;12920320;12920404;+;
hsa-miR-5696;33;2.74;2;101309450;101309534;+;
hsa-miR-5696-3p:Novel;37;1.22;2;101309450;101309534;+;
hsa-miR-5697;7;0.76;1;9967381;9967458;+;
hsa-miR-5697-3p:Novel;17;1.90;1;9967381;9967458;+;
hsa-miR-5698;231;143.73;1;154104521;154104592;-;
hsa-miR-5698-3p:Novel;8;1.02;1;154104521;154104592;-;
hsa-miR-5699-3p;5;0.41;10;641689;641778;-;
hsa-miR-5699-5p;5;0.66;10;641689;641778;-;
hsa-miR-570-3p;0;0.00;3;195699401;195699497;+;
hsa-miR-570-5p, hsa-miR-548ai;2;0.40;6;99124609;99124696;+;
hsa-miR-5700;11;0.00;12;94561789;94561859;+;
hsa-miR-5700-3p:Novel;4;0.84;12;94561789;94561859;+;
hsa-miR-5701;0;0.33;15;21951242;21951323;+;
hsa-miR-5701-3p:Novel;14;0.58;15;21951242;21951323;+;
hsa-miR-5702;4;1.50;2;226658710;226658793;-;
hsa-miR-5702-5p:Novel;6;0.00;2;226658710;226658793;-;
hsa-miR-5703;63;5.68;2;227472132;227472187;+;
hsa-miR-5703-5p:Novel;39;3.41;2;227472132;227472187;+;
hsa-miR-5704;5;1.19;3;131985855;131985931;-;
hsa-miR-5704-3p:Novel;30;0.85;3;131985855;131985931;-;
hsa-miR-5705;26;2.41;4;87300495;87300583;-;
hsa-miR-5705-5p:Novel;1;0.00;4;87300495;87300583;-;
hsa-miR-5706;1;0.00;5;119154637;119154716;+;
hsa-miR-5706-3p:Novel;141;12.19;5;119154637;119154716;+;
hsa-miR-5707;9;1.03;7;158591616;158591696;+;
hsa-miR-5707-3p:Novel;28;1.19;7;158591616;158591696;+;
hsa-miR-5708;2;0.00;8;80241389;80241473;+;
hsa-miR-5708-3p:Novel;9;0.58;8;80241389;80241473;+;
hsa-miR-571;40;2.59;4;350157;350252;+;
hsa-miR-571-5p:Novel;4;1.02;4;350157;350252;+;
hsa-miR-572;154;14.06;4;11368827;11368921;+;
hsa-miR-572-5p:Novel;46;2.41;4;11368827;11368921;+;
hsa-miR-573;15;1.12;4;24520192;24520290;-;
hsa-miR-573-3p:Novel;11;1.29;4;24520192;24520290;-;
hsa-miR-5739;33;2.24;22;28459869;28459948;+;
hsa-miR-5739-5p:Novel;5;0.90;22;28459869;28459948;+;
hsa-miR-574-3p;4;0.00;4;38868032;38868127;+;
hsa-miR-574-5p;27;2.07;4;38868032;38868127;+;
hsa-miR-575;58;4.88;4;82753337;82753430;-;
hsa-miR-575-5p:Novel;5;0.18;4;82753337;82753430;-;
hsa-miR-576-3p;40;1.65;4;109488698;109488795;+;
hsa-miR-576-5p;2;0.00;4;109488698;109488795;+;
hsa-miR-577;4;0.66;4;114656759;114656854;+;
hsa-miR-577-3p:Novel;27;1.17;4;114656759;114656854;+;
hsa-miR-578;2;0.66;4;165386242;165386337;+;
hsa-miR-578-5p:Novel;4;0.40;4;165386242;165386337;+;
hsa-miR-5787;13;1.05;3;50227436;50227490;+;
hsa-miR-5787-3p:Novel;69;5.48;3;50227436;50227490;+;
hsa-miR-579-3p;2;0.00;5;32394378;32394475;-;
hsa-miR-579-5p;2;0.00;5;32394378;32394475;-;
hsa-miR-580-3p;33;2.22;5;36147892;36147988;-;
hsa-miR-580-5p;0;0.00;5;36147892;36147988;-;
hsa-miR-581;22;1.67;5;53951504;53951599;-;
hsa-miR-581-3p:Novel;6;0.76;5;53951504;53951599;-;
hsa-miR-582-3p;2;0.00;5;59703606;59703703;-;
hsa-miR-582-5p;0;0.00;5;59703606;59703703;-;
hsa-miR-583;1;0.00;5;96079138;96079212;+;
hsa-miR-583-3p:Novel;66;4.35;5;96079138;96079212;+;
hsa-miR-584-3p;2;0.00;5;149062313;149062409;-;
hsa-miR-584-5p;157;18.85;5;149062313;149062409;-;
hsa-miR-585-3p;4;0.00;5;169263601;169263694;-;
hsa-miR-585-5p;1;0.00;5;169263601;169263694;-;
hsa-miR-586;3;0.00;6;45197674;45197770;-;
hsa-miR-586-3p:Novel;4;0.00;6;45197674;45197770;-;
hsa-miR-587;22;1.27;6;106784125;106784220;+;
hsa-miR-587-3p:Novel;12;1.90;6;106784125;106784220;+;
hsa-miR-588;1;0.00;6;126484631;126484713;+;
hsa-miR-588-3p:Novel;71;4.67;6;126484631;126484713;+;
hsa-miR-589-3p;0;0.00;7;5495819;5495917;-;
hsa-miR-589-5p;1;0.00;7;5495819;5495917;-;
hsa-miR-590-3p;0;0.00;7;74191198;74191294;+;
hsa-miR-590-5p;4;0.35;7;74191198;74191294;+;
hsa-miR-591;17;2.15;7;96219662;96219756;-;
hsa-miR-591-3p:Novel;29;1.31;7;96219662;96219756;-;
hsa-miR-592;22;1.00;7;127058088;127058184;-;
hsa-miR-592-3p:Novel;9;1.30;7;127058088;127058184;-;
hsa-miR-593-3p;7;1.17;7;128081861;128081960;+;
hsa-miR-593-5p;2;0.00;7;128081861;128081960;+;
hsa-miR-595;19;0.78;7;158532718;158532813;-;
hsa-miR-595-5p:Novel;196;28.90;7;158532718;158532813;-;
hsa-miR-596;1;0.28;8;1817231;1817307;+;
